"popul","TVnews","selfLR","ClinLR","DoleLR","PID","age","educ","income","vote"
0,7,"Mod","sliLib","sliCon","indDem",43,"BAdeg","$60K-$75K","Clinton"
0,1,"Mod","Mod","sliLib","weakRep",31,"HS","$60K-$75K","Dole"
1,6,"Con","extLib","Con","strRep",63,"MAdeg","$60K-$75K","Dole"
7,2,"Lib","sliLib","extCon","indRep",38,"Coll","$60K-$75K","Clinton"
0,2,"Con","Lib","Con","strRep",31,"CCdeg","$60K-$75K","Dole"
71,2,"Lib","extLib","extCon","strDem",64,"HS","$60K-$75K","Clinton"
75,2,"sliLib","Lib","sliCon","weakRep",55,"MAdeg","$60K-$75K","Clinton"
55,1,"Lib","Lib","Con","strDem",41,"HS","$60K-$75K","Clinton"
290,4,"sliLib","Mod","sliCon","weakRep",38,"Coll","$60K-$75K","Dole"
88,4,"Con","sliLib","Con","weakRep",28,"BAdeg","$60K-$75K","Dole"
0,7,"Mod","sliLib","sliCon","weakRep",42,"CCdeg","$60K-$75K","Dole"
16,7,"Lib","Mod","sliLib","weakDem",43,"Coll","$60K-$75K","Clinton"
75,1,"sliCon","extLib","Con","weakRep",37,"Coll","$60K-$75K","Dole"
220,1,"Mod","Lib","Con","indind",47,"CCdeg","$60K-$75K","Clinton"
3,5,"sliCon","extLib","Con","weakRep",52,"MAdeg","$60K-$75K","Dole"
130,0,"sliCon","Lib","Con","weakRep",32,"Coll","$60K-$75K","Dole"
0,5,"Mod","Mod","sliLib","indDem",29,"HS","$60K-$75K","Clinton"
110,2,"Con","Lib","sliCon","indRep",56,"HS","$60K-$75K","Dole"
12,7,"Mod","sliLib","sliCon","weakRep",63,"MAdeg","$60K-$75K","Dole"
180,3,"sliLib","sliLib","Con","weakDem",35,"CCdeg","$60K-$75K","Clinton"
93,7,"Mod","sliLib","sliCon","indind",36,"Coll","$60K-$75K","Dole"
170,7,"Mod","Lib","extCon","strDem",75,"CCdeg","$60K-$75K","Clinton"
31,5,"sliLib","sliLib","Con","weakDem",48,"BAdeg","$60K-$75K","Clinton"
62,4,"extCon","Lib","Con","strRep",36,"CCdeg","$60K-$75K","Dole"
30,4,"Mod","sliLib","Con","indDem",34,"BAdeg","$60K-$75K","Clinton"
66,7,"Mod","sliLib","extCon","weakDem",35,"CCdeg","$60K-$75K","Clinton"
3,3,"sliCon","Lib","sliCon","strRep",50,"Coll","$60K-$75K","Dole"
18,3,"sliCon","Lib","sliCon","strRep",39,"MAdeg","$60K-$75K","Dole"
350,5,"sliCon","Mod","Con","weakRep",70,"MAdeg","$60K-$75K","Dole"
71,7,"Mod","Lib","sliCon","strRep",76,"HS","$60K-$75K","Dole"
3500,5,"sliCon","Lib","sliCon","weakRep",35,"BAdeg","$60K-$75K","Dole"
0,0,"sliLib","Mod","sliLib","indind",53,"MAdeg","$60K-$75K","Dole"
360,6,"sliCon","Lib","Con","indRep",46,"BAdeg","$60K-$75K","Dole"
81,2,"sliCon","Lib","sliCon","indRep",34,"Coll","$60K-$75K","Dole"
350,5,"Mod","Mod","Con","weakRep",69,"Coll","$60K-$75K","Clinton"
190,1,"sliCon","Lib","sliCon","weakDem",32,"HS","$60K-$75K","Clinton"
0,7,"sliCon","extLib","Con","strRep",50,"HSdrop","$60K-$75K","Dole"
290,1,"sliCon","sliLib","Con","strRep",35,"BAdeg","$60K-$75K","Dole"
18,0,"Con","extLib","Con","strRep",67,"CCdeg","$60K-$75K","Dole"
11,3,"sliCon","sliCon","Con","weakRep",47,"HS","$60K-$75K","Clinton"
2,2,"Con","sliLib","sliCon","indRep",50,"BAdeg","$60K-$75K","Dole"
570,0,"Con","Lib","Con","indRep",32,"HS","$60K-$75K","Dole"
310,3,"sliCon","Mod","Con","indDem",58,"CCdeg","$60K-$75K","Clinton"
1,7,"sliLib","Lib","extCon","strDem",49,"MAdeg","$60K-$75K","Clinton"
0,2,"Con","sliLib","Con","weakDem",43,"Coll","$60K-$75K","Dole"
35,1,"sliCon","Lib","Con","weakRep",24,"BAdeg","$60K-$75K","Dole"
22,7,"sliCon","sliLib","Mod","indDem",58,"MAdeg","$60K-$75K","Clinton"
2,1,"Lib","Lib","sliCon","strDem",43,"Coll","$60K-$75K","Clinton"
0,7,"Mod","sliLib","Con","weakRep",59,"HS","$60K-$75K","Dole"
0,3,"Con","extLib","Con","strRep",40,"CCdeg","$60K-$75K","Dole"
310,0,"sliCon","Lib","extCon","strDem",35,"Coll","$60K-$75K","Clinton"
470,5,"Lib","sliLib","sliCon","weakDem",48,"Coll","$60K-$75K","Clinton"
0,4,"Con","extLib","Con","strRep",40,"HS","$60K-$75K","Dole"
270,3,"sliLib","Lib","extCon","strDem",48,"HS","$60K-$75K","Clinton"
110,0,"Lib","Mod","Con","strDem",47,"MAdeg","$60K-$75K","Clinton"
50,3,"Con","Mod","extLib","weakDem",23,"HS","$60K-$75K","Clinton"
0,0,"Con","extLib","Con","strRep",38,"HS","$60K-$75K","Dole"
3,7,"Con","Lib","Con","strRep",81,"MAdeg","$60K-$75K","Dole"
31,5,"sliLib","sliLib","Con","weakDem",48,"BAdeg","$60K-$75K","Clinton"
22,7,"sliCon","Con","Lib","indRep",52,"HS","$60K-$75K","Clinton"
83,2,"Mod","extLib","Con","indind",24,"BAdeg","$60K-$75K","Dole"
9,0,"Mod","Lib","Con","weakDem",21,"CCdeg","$60K-$75K","Clinton"
5,7,"sliCon","Lib","Con","weakRep",70,"BAdeg","$60K-$75K","Dole"
0,7,"extCon","extLib","extCon","strRep",24,"BAdeg","$60K-$75K","Dole"
0,7,"Mod","sliLib","sliCon","weakDem",57,"MAdeg","$60K-$75K","Clinton"
0,6,"sliLib","sliCon","Con","indRep",37,"BAdeg","$60K-$75K","Clinton"
27,1,"sliLib","sliCon","sliLib","weakRep",25,"CCdeg","$60K-$75K","Clinton"
110,1,"Con","sliCon","extLib","weakDem",33,"HS","$60K-$75K","Clinton"
0,7,"Mod","Con","sliLib","strDem",45,"HS","$75K-$90K","Clinton"
0,3,"sliCon","Lib","extCon","weakRep",42,"BAdeg","$75K-$90K","Clinton"
350,3,"sliLib","sliLib","Con","indDem",47,"BAdeg","$75K-$90K","Clinton"
0,7,"Con","extLib","Con","strRep",51,"MAdeg","$75K-$90K","Dole"
5,7,"sliCon","Mod","Con","weakRep",85,"HSdrop","$75K-$90K","Clinton"
15,4,"sliLib","sliLib","Con","indDem",32,"MAdeg","$75K-$90K","Clinton"
35,7,"sliLib","sliLib","Con","indDem",31,"MAdeg","$75K-$90K","Clinton"
0,2,"Mod","sliLib","Con","indDem",23,"BAdeg","$75K-$90K","Clinton"
75,3,"sliLib","sliLib","Con","strDem",42,"BAdeg","$75K-$90K","Clinton"
0,5,"Con","Lib","sliCon","weakRep",55,"BAdeg","$75K-$90K","Dole"
16,7,"Con","Lib","Con","strRep",45,"BAdeg","$75K-$90K","Dole"
0,1,"Con","Lib","sliCon","strRep",35,"MAdeg","$75K-$90K","Dole"
0,0,"Lib","Mod","Con","strDem",45,"BAdeg","$75K-$90K","Clinton"
0,0,"sliLib","sliLib","sliCon","indDem",42,"HS","$75K-$90K","Clinton"
4,1,"Con","Lib","Con","weakRep",37,"Coll","$75K-$90K","Dole"
62,0,"Mod","Mod","Mod","weakRep",38,"HS","$75K-$90K","Dole"
0,3,"Lib","Lib","Con","weakDem",47,"MAdeg","$75K-$90K","Clinton"
4,7,"Mod","Lib","Con","indDem",32,"BAdeg","$75K-$90K","Clinton"
56,2,"sliCon","Lib","Con","weakRep",35,"BAdeg","$75K-$90K","Dole"
2,6,"Mod","Lib","Con","weakRep",38,"Coll","$75K-$90K","Dole"
0,0,"Mod","Mod","Mod","indind",40,"HS","$75K-$90K","Clinton"
75,7,"Con","Lib","sliCon","strRep",62,"BAdeg","$75K-$90K","Dole"
10,2,"Lib","Lib","Con","weakDem",28,"MAdeg","$75K-$90K","Clinton"
0,6,"Con","Lib","sliCon","strRep",59,"CCdeg","$75K-$90K","Dole"
0,2,"extLib","Lib","Con","strDem",25,"BAdeg","$75K-$90K","Clinton"
220,2,"Mod","Lib","Con","strRep",31,"BAdeg","$75K-$90K","Dole"
0,1,"extCon","Lib","Con","strRep",45,"Coll","$75K-$90K","Dole"
75,0,"sliCon","Lib","extCon","weakRep",42,"BAdeg","$75K-$90K","Clinton"
0,3,"Lib","Lib","sliCon","weakDem",56,"MAdeg","$75K-$90K","Clinton"
140,5,"sliLib","sliLib","Con","weakDem",47,"MAdeg","$75K-$90K","Clinton"
290,1,"Con","Lib","sliCon","weakRep",38,"BAdeg","$75K-$90K","Dole"
350,7,"Mod","sliLib","extCon","indDem",47,"BAdeg","$75K-$90K","Clinton"
55,1,"sliCon","Lib","Con","strRep",49,"Coll","$75K-$90K","Dole"
31,3,"sliLib","sliLib","Con","indDem",29,"MAdeg","$75K-$90K","Clinton"
17,7,"Lib","Lib","Con","strDem",57,"BAdeg","$75K-$90K","Clinton"
51,4,"Con","sliLib","sliCon","strRep",68,"HS","$75K-$90K","Dole"
140,7,"Lib","Lib","Mod","strDem",76,"BAdeg","$75K-$90K","Clinton"
9,4,"Con","Lib","Con","weakRep",66,"BAdeg","$75K-$90K","Dole"
0,7,"sliCon","extLib","Con","indRep",59,"Coll","$75K-$90K","Dole"
640,7,"sliCon","sliLib","Con","indRep",37,"MAdeg","$75K-$90K","Clinton"
32,2,"sliCon","Lib","Con","strRep",38,"BAdeg","$75K-$90K","Dole"
5,7,"Con","Lib","Con","weakRep",47,"MAdeg","$75K-$90K","Dole"
8,1,"sliCon","Lib","Mod","weakRep",36,"MAdeg","$75K-$90K","Dole"
18,0,"sliCon","Mod","Con","strDem",45,"MAdeg","$75K-$90K","Clinton"
0,6,"sliCon","Lib","Con","weakRep",39,"MAdeg","$75K-$90K","Dole"
0,1,"sliLib","Lib","Con","weakDem",34,"BAdeg","$75K-$90K","Clinton"
0,3,"Con","Con","Mod","strDem",49,"Coll","$75K-$90K","Clinton"
31,2,"Con","Lib","Con","weakRep",36,"BAdeg","$75K-$90K","Dole"
350,7,"Con","extLib","Con","strRep",81,"CCdeg","$75K-$90K","Dole"
20,1,"sliCon","Lib","Con","indRep",29,"Coll","$75K-$90K","Dole"
70,3,"sliCon","sliLib","Mod","strDem",45,"BAdeg","$75K-$90K","Clinton"
31,3,"sliCon","Lib","Con","weakRep",21,"Coll","$75K-$90K","Dole"
3,7,"Lib","Mod","sliLib","strRep",33,"BAdeg","$75K-$90K","Dole"
9,7,"Mod","Mod","Lib","indDem",44,"HS","$90K-$105K","Clinton"
59,1,"Lib","Lib","Con","indRep",52,"MAdeg","$90K-$105K","Clinton"
27,2,"sliLib","sliCon","extCon","weakDem",38,"Coll","$90K-$105K","Clinton"
51,4,"Lib","sliLib","Con","indDem",44,"CCdeg","$90K-$105K","Clinton"
9,7,"Con","Lib","Con","strRep",87,"MAdeg","$90K-$105K","Dole"
0,2,"extCon","Lib","Con","weakRep",22,"HS","$90K-$105K","Dole"
88,0,"sliLib","sliLib","sliCon","indDem",32,"BAdeg","$90K-$105K","Dole"
67,0,"Mod","sliCon","Con","indRep",69,"HS","$90K-$105K","Clinton"
29,2,"Con","Lib","sliCon","strRep",49,"BAdeg","$90K-$105K","Dole"
5,0,"Con","Lib","Con","strRep",53,"HS","$90K-$105K","Dole"
0,0,"Con","extLib","Con","weakRep",44,"BAdeg","$90K-$105K","Dole"
900,1,"Con","Lib","extCon","weakRep",34,"BAdeg","$90K-$105K","Dole"
18,1,"Con","extLib","sliCon","weakRep",55,"MAdeg","$90K-$105K","Dole"
190,2,"sliLib","sliLib","Con","strDem",35,"BAdeg","$90K-$105K","Clinton"
2,7,"Mod","sliCon","sliCon","indind",55,"HS","$90K-$105K","Clinton"
5,3,"Con","sliLib","sliCon","weakRep",27,"BAdeg","$90K-$105K","Dole"
56,3,"Mod","Mod","sliCon","weakDem",26,"BAdeg","$90K-$105K","Clinton"
75,7,"Mod","Lib","Con","weakRep",54,"BAdeg","$90K-$105K","Clinton"
56,0,"sliCon","Lib","Con","weakRep",42,"Coll","$90K-$105K","Dole"
0,5,"Con","extLib","Con","strRep",57,"MAdeg","$90K-$105K","Dole"
0,0,"extCon","extLib","Mod","strRep",54,"BAdeg","$90K-$105K","Dole"
75,6,"Con","sliLib","Con","strRep",55,"BAdeg","$90K-$105K","Dole"
1600,7,"sliCon","sliLib","Con","strRep",50,"MAdeg","$90K-$105K","Dole"
15,0,"sliCon","sliCon","Con","weakDem",57,"MAdeg","$90K-$105K","Clinton"
19,3,"sliCon","sliLib","extCon","indind",46,"Coll","$90K-$105K","Clinton"
16,7,"Con","Lib","Con","strRep",53,"BAdeg","$90K-$105K","Dole"
42,2,"sliLib","sliLib","sliCon","strDem",32,"MAdeg","$90K-$105K","Clinton"
18,5,"sliCon","Lib","sliCon","indind",53,"CCdeg","$90K-$105K","Dole"
0,3,"sliLib","sliLib","Con","weakDem",39,"BAdeg","$90K-$105K","Clinton"
310,1,"sliCon","Lib","sliCon","indRep",47,"BAdeg","$90K-$105K","Dole"
1600,7,"sliCon","Lib","Mod","indDem",57,"Coll","$90K-$105K","Clinton"
23,5,"Con","sliLib","Con","strRep",49,"BAdeg","$90K-$105K","Dole"
20,1,"sliCon","Mod","Con","weakRep",31,"CCdeg","$90K-$105K","Clinton"
51,5,"sliCon","sliLib","sliCon","weakRep",43,"BAdeg","$90K-$105K","Dole"
0,2,"sliCon","Lib","sliCon","indRep",44,"BAdeg","$90K-$105K","Dole"
0,4,"Mod","sliLib","Con","strDem",39,"BAdeg","$90K-$105K","Clinton"
0,2,"Con","extLib","Con","weakRep",49,"Coll","$90K-$105K","Dole"
18,7,"sliCon","Mod","Con","indRep",72,"BAdeg","$90K-$105K","Dole"
7300,7,"sliCon","Lib","Con","weakRep",50,"BAdeg","$90K-$105K","Dole"
110,1,"sliCon","Lib","Con","strRep",28,"Coll","$90K-$105K","Dole"
0,0,"sliCon","Lib","extCon","indind",48,"MAdeg","$90K-$105K","Dole"
3500,1,"sliLib","Mod","extCon","weakDem",32,"BAdeg","$90K-$105K","Clinton"
720,7,"sliCon","sliCon","sliCon","weakDem",63,"Coll","$90K-$105K","Clinton"
9,4,"Mod","sliCon","Con","weakRep",36,"Coll","$90K-$105K","Dole"
47,7,"Con","sliLib","Con","strRep",36,"BAdeg","$90K-$105K","Dole"
350,7,"sliLib","Lib","extCon","indDem",53,"HS","$90K-$105K","Clinton"
0,5,"Lib","Lib","Con","indDem",44,"MAdeg","$90K-$105K","Clinton"
0,0,"Mod","Lib","Con","strRep",41,"MAdeg","$105Kplus","Dole"
83,0,"Lib","sliLib","Con","weakDem",56,"MAdeg","$105Kplus","Clinton"
1,4,"Mod","Mod","Con","indDem",63,"MAdeg","$105Kplus","Clinton"
190,7,"Lib","Mod","Con","strDem",52,"BAdeg","$105Kplus","Clinton"
0,7,"sliLib","sliLib","extCon","indDem",43,"MAdeg","$105Kplus","Clinton"
12,7,"Mod","sliLib","Con","indDem",40,"HS","$105Kplus","Clinton"
9,5,"sliCon","extLib","extCon","indRep",69,"Coll","$105Kplus","Dole"
23,7,"Lib","Lib","Con","strDem",49,"MAdeg","$105Kplus","Clinton"
9,1,"sliLib","sliLib","Con","indDem",65,"MAdeg","$105Kplus","Clinton"
18,5,"Con","extLib","Con","weakRep",53,"MAdeg","$105Kplus","Dole"
0,5,"sliCon","sliLib","sliCon","strRep",50,"Coll","$105Kplus","Dole"
12,3,"Lib","Mod","Con","strDem",27,"CCdeg","$105Kplus","Clinton"
0,6,"sliCon","sliLib","sliCon","weakRep",44,"BAdeg","$105Kplus","Dole"
170,2,"Lib","sliLib","sliCon","strDem",54,"MAdeg","$105Kplus","Clinton"
0,7,"Mod","Lib","Con","indRep",33,"CCdeg","$105Kplus","Dole"
9,0,"Mod","Mod","Con","indind",48,"MAdeg","$105Kplus","Clinton"
23,3,"sliCon","Lib","Con","weakRep",54,"CCdeg","$105Kplus","Dole"
0,0,"Con","Lib","sliCon","strRep",56,"HS","$105Kplus","Dole"
9,1,"Lib","Mod","extCon","indDem",34,"MAdeg","$105Kplus","Clinton"
290,7,"Con","Mod","extCon","strRep",41,"BAdeg","$105Kplus","Clinton"
1,0,"sliCon","extLib","sliCon","strRep",40,"BAdeg","$105Kplus","Dole"
350,1,"extCon","Lib","Con","strRep",55,"BAdeg","$105Kplus","Dole"
20,0,"Mod","sliLib","sliCon","weakRep",38,"BAdeg","$105Kplus","Dole"
0,3,"Con","Lib","Con","strRep",40,"BAdeg","$105Kplus","Dole"
23,1,"Con","extLib","Con","strRep",46,"Coll","$105Kplus","Dole"
150,4,"sliLib","sliLib","Mod","strDem",26,"BAdeg","$105Kplus","Clinton"
31,0,"sliCon","Lib","extCon","indind",49,"BAdeg","$105Kplus","Clinton"
0,7,"Mod","extLib","sliCon","strRep",51,"CCdeg","$105Kplus","Dole"
9,2,"sliCon","Lib","Con","indRep",46,"BAdeg","$105Kplus","Clinton"
47,0,"sliLib","Mod","Con","indDem",40,"MAdeg","$105Kplus","Clinton"
900,0,"sliLib","Mod","extCon","indDem",30,"CCdeg","$105Kplus","Clinton"
83,3,"Lib","sliLib","Con","indDem",45,"CCdeg","$105Kplus","Clinton"
18,7,"sliCon","Mod","Con","indRep",52,"MAdeg","$105Kplus","Dole"
0,0,"Con","extLib","sliCon","strRep",36,"BAdeg","$105Kplus","Dole"
20,0,"Mod","sliLib","sliCon","indind",49,"BAdeg","$105Kplus","Clinton"
24,7,"sliLib","Mod","sliCon","weakDem",38,"MAdeg","$105Kplus","Clinton"
18,0,"Lib","Mod","Con","weakDem",51,"MAdeg","$105Kplus","Clinton"
9,3,"sliLib","Lib","sliCon","weakDem",47,"BAdeg","$105Kplus","Clinton"
0,1,"Con","extLib","sliCon","strRep",52,"MAdeg","$105Kplus","Dole"
9,0,"Con","Lib","Con","strRep",33,"BAdeg","$105Kplus","Dole"
0,4,"Mod","Lib","Con","strRep",50,"Coll","$105Kplus","Dole"
18,7,"Con","Lib","sliCon","indRep",48,"MAdeg","$105Kplus","Dole"
19,3,"Lib","Lib","Con","strDem",36,"BAdeg","$105Kplus","Clinton"
31,3,"Lib","sliLib","Con","weakDem",35,"MAdeg","$105Kplus","Clinton"
3500,7,"extCon","sliLib","sliCon","indRep",34,"MAdeg","$105Kplus","Clinton"
0,7,"Lib","Mod","sliCon","indDem",53,"BAdeg","$105Kplus","Clinton"
33,0,"Mod","sliLib","Con","indDem",33,"MAdeg","$105Kplus","Clinton"
0,1,"Con","sliLib","Con","strRep",52,"BAdeg","$105Kplus","Dole"
18,3,"Mod","sliLib","Con","indRep",44,"MAdeg","$105Kplus","Clinton"
0,0,"sliLib","Mod","Mod","strDem",48,"BAdeg","$105Kplus","Clinton"
31,3,"sliCon","Lib","Con","weakRep",20,"Coll","$105Kplus","Dole"
0,5,"sliLib","Lib","Mod","strRep",45,"BAdeg","$105Kplus","Dole"
59,7,"Mod","Lib","Con","indDem",70,"HS","$105Kplus","Clinton"
0,0,"sliLib","sliLib","Mod","indDem",39,"HS","$105Kplus","Clinton"
7300,7,"sliLib","sliLib","sliCon","weakDem",40,"MAdeg","$105Kplus","Dole"
75,4,"sliCon","Lib","extCon","weakRep",62,"BAdeg","$105Kplus","Dole"
0,7,"sliCon","Lib","Con","indRep",46,"BAdeg","$105Kplus","Dole"
27,7,"Mod","Mod","extCon","indDem",46,"HS","$105Kplus","Clinton"
1600,7,"Mod","Lib","sliCon","strRep",56,"MAdeg","$105Kplus","Dole"
0,7,"Con","sliLib","Con","strRep",55,"MAdeg","$105Kplus","Dole"
0,7,"Con","Lib","Con","strRep",41,"Coll","$105Kplus","Dole"
7300,1,"Lib","sliLib","Con","strDem",43,"MAdeg","$105Kplus","Clinton"
16,7,"extCon","extLib","extCon","strRep",34,"HS","$105Kplus","Dole"
0,7,"extCon","extLib","Con","indRep",73,"BAdeg","$105Kplus","Dole"
0,7,"sliCon","Lib","Con","strRep",50,"BAdeg","$105Kplus","Dole"
0,3,"Con","Lib","extCon","weakRep",43,"BAdeg","$105Kplus","Dole"
0,6,"Con","Lib","sliCon","strRep",46,"MAdeg","$105Kplus","Dole"
18,7,"Mod","Lib","Con","indind",61,"MAdeg","$105Kplus","Dole"
